"EventType : Full Waveform"
"SampleRate : 2048 sps"
"Channel : Tran"
"Channel : Vert"
"Channel : Long"
"Units : mm/s"
"EventTime : 07:42:06"
"EventDate : 2021-09-04"
"RecordStopMode : Fixed"
"Pre-triggerLength : 0.25 sec"
"RecordTime : 3.0 sec"
"AutoStopTime : 1 sec"
"Trigger : Tran"
"GeoTriggerLevel : 0.270 mm/s"
"GeoRange : 254.000 mm/s"
"Operator : Operator"
"Setup : Default Micromate DIN.MMB"
"TitleNote1 : Location"
"TitleString1 : "
"TitleNote2 : Client"
"TitleString2 : "
"TitleNote3 : Company"
"TitleString3 : "
"TitleNote4 : General Notes"
"TitleString4 : "
"PostEventNote : "
"SerialNumber : UM6972"
"Version : Micromate DIN 10.90"
"FileName : UM6972_20210904074206.IDFW"
"BatteryLevel : 3.6 volts"
"Calibration : June 4, 2015 by Instantel"
"USBSensorSupport : Disabled"
"TranPPV : 0.709 mm/s"
"VertPPV : 0.772 mm/s"
"LongPPV : 3.728 mm/s"
"TranPPVPonderated : 0.232 mm/s"
"VertPPVPonderated : 0.463 mm/s"
"LongPPVPonderated : 0.643 mm/s"
"TranPPVdB : 2.9826 dB"
"VertPPVdB : 2.2429 dB"
"LongPPVdB : 11.4298 dB"
"TranZCFreq : 44.5 Hz"
"VertZCFreq : 51.2 Hz"
"LongZCFreq : 42.7 Hz"
"TranTimeofPeak : 1.211 sec"
"VertTimeofPeak : 1.283 sec"
"LongTimeofPeak : 2.532 sec"
"TranPeakAcceleration : 0.123 g"
"VertPeakAcceleration : 0.077 g"
"LongPeakAcceleration : 0.425 g"
"TranPeakDisplacement : 0.001 mm"
"VertPeakDisplacement : 0.003 mm"
"LongPeakDisplacement : 0.004 mm"
"PeakVectorSum : 3.777 mm/s"
"PeakVectorSumTimeSum : 2.532 sec"
"TranTestResults : Passed"
"VertTestResults : Passed"
"LongTestResults : Passed"
Waveform Data Channels
	Tran	Vert	Long
	-0.039	-0.686	0.008
	-0.032	-0.631	0.008
	-0.016	-0.583	0.008
	-0.024	-0.520	0.008
	-0.032	-0.457	0.008
	-0.039	-0.418	0.008
	-0.032	-0.410	0.008
	-0.039	-0.402	0.008
	-0.039	-0.402	0.008
	-0.047	-0.394	0.008
	-0.032	-0.386	0.008
	0.063	-0.323	0.008
	0.386	-0.189	0.008
	0.567	0.016	0.008
	0.544	0.260	0.008
	0.434	0.465	0.008
	0.284	0.575	0.008
	0.181	0.646	0.008
	0.126	0.654	0.008
	0.126	0.623	0.008
	0.095	0.599	0.008
	0.016	0.567	0.008
	-0.047	0.528	0.008
	-0.055	0.504	0.008
	-0.032	0.465	0.008
	-0.032	0.434	0.008
	-0.008	0.410	0.008
	0.000	0.394	0.008
	0.008	0.378	0.008
	0.024	0.370	0.008
	0.016	0.402	0.008
	0.008	0.386	0.008
	-0.150	0.268	0.008
	-0.355	0.079	0.008
	-0.481	-0.150	0.008
	-0.465	-0.323	0.008
	-0.528	-0.615	0.008
	-0.426	-0.717	0.008
	-0.221	-0.717	0.008
	-0.079	-0.686	0.008
	-0.016	-0.694	0.008
	0.016	-0.686	0.008
	0.032	-0.631	0.008
	0.063	-0.575	0.008
	0.063	-0.520	0.008
	0.039	-0.465	0.008
	0.008	-0.457	0.008
	-0.024	-0.426	0.008
	-0.016	-0.426	0.008
	0.000	-0.402	0.008
	0.008	-0.410	0.008
	0.024	-0.410	0.008
	0.063	-0.347	0.008
	0.315	-0.173	0.008
	0.536	0.063	0.008
	0.544	0.284	0.008
	0.418	0.473	0.008
	0.300	0.591	0.008
	0.213	0.654	0.008
	0.142	0.662	0.008
	0.126	0.646	0.008
	0.095	0.591	0.008
	0.024	0.552	0.008
	-0.047	0.520	0.008
	-0.079	0.512	0.008
	-0.055	0.473	0.008
	-0.047	0.457	0.008
	-0.008	0.426	0.008
	0.000	0.418	0.008
	0.000	0.402	0.008
	0.016	0.386	0.008
	0.008	0.402	0.008
	0.016	0.394	0.008
	-0.181	0.260	0.008
	-0.378	0.071	0.008
	-0.497	-0.150	0.008
	-0.457	-0.307	0.008
	-0.544	-0.646	0.008
	-0.418	-0.733	0.008
	-0.236	-0.733	0.008
	-0.087	-0.733	0.008
	-0.008	-0.733	0.008
	0.032	-0.701	0.008
	0.039	-0.662	0.008
	0.071	-0.607	0.008
	0.071	-0.536	0.008
	0.039	-0.489	0.008
	0.000	-0.457	0.008
	0.008	-0.426	0.008
	0.016	-0.434	0.008
	0.008	-0.434	0.008
	0.008	-0.434	0.008
	0.008	-0.434	0.008
	0.071	-0.355	0.008
	0.307	-0.181	0.008
	0.528	0.047	0.008
	0.520	0.284	0.008
	0.410	0.465	0.008
	0.292	0.591	0.008
	0.213	0.631	0.008
	0.158	0.638	0.008
	0.158	0.607	0.008
	0.110	0.575	0.008
	0.008	0.552	0.008
	-0.039	0.504	0.008
	-0.095	0.481	0.008
	-0.055	0.457	0.008
	-0.039	0.434	0.008
	-0.024	0.402	0.008
	0.000	0.410	0.008
	0.016	0.402	0.008
	0.016	0.394	0.008
	0.016	0.394	0.008
	0.008	0.394	0.008
	-0.166	0.268	0.008
	-0.378	0.055	0.008
	-0.489	-0.150	0.008
	-0.434	-0.292	0.008
	-0.544	-0.615	0.008
	-0.418	-0.733	0.008
	-0.205	-0.717	0.008
	-0.071	-0.717	0.008
	0.000	-0.686	0.008
	0.032	-0.694	0.008
	0.047	-0.646	0.008
	0.071	-0.591	0.008
	0.063	-0.544	0.008
	0.039	-0.489	0.008
	-0.008	-0.457	0.008
	-0.024	-0.410	0.008
	-0.016	-0.410	0.008
	0.008	-0.426	0.008
	-0.008	-0.434	0.008
	0.008	-0.410	0.008
	0.063	-0.339	0.008
	0.300	-0.173	0.008
	0.497	0.063	0.008
	0.528	0.276	0.008
	0.426	0.473	0.008
	0.315	0.575	0.008
	0.213	0.631	0.008
	0.166	0.638	0.008
	0.150	0.599	0.008
	0.102	0.591	0.008
	0.008	0.552	0.008
	-0.063	0.512	0.008
	-0.079	0.481	0.008
	-0.055	0.473	0.008
	-0.032	0.426	0.008
	0.000	0.418	0.008
	0.016	0.418	0.008
	0.008	0.394	0.008
	0.024	0.394	0.008
	0.024	0.386	0.008
	0.000	0.370	0.008
	-0.181	0.260	0.008
	-0.394	0.039	0.008
	-0.473	-0.173	0.008
	-0.418	-0.300	0.008
	-0.520	-0.646	0.008
	-0.410	-0.749	0.008
	-0.236	-0.733	0.008
	-0.079	-0.725	0.008
	-0.008	-0.733	0.008
	0.016	-0.694	0.008
	0.055	-0.654	0.008
	0.079	-0.599	0.008
	0.079	-0.536	0.008
	0.047	-0.481	0.008
	0.016	-0.449	0.008
	0.000	-0.449	0.008
	0.000	-0.441	0.008
	0.000	-0.426	0.008
	0.016	-0.434	0.008
	0.016	-0.410	0.008
	0.087	-0.339	0.008
	0.331	-0.166	0.008
	0.504	0.047	0.008
	0.504	0.268	0.008
	0.418	0.449	0.008
	0.307	0.575	0.008
	0.213	0.631	0.008
	0.158	0.615	0.008
	0.142	0.599	0.008
	0.087	0.552	0.008
	0.000	0.536	0.008
	-0.071	0.520	0.008
	-0.079	0.489	0.008
	-0.063	0.449	0.008
	-0.039	0.402	0.008
	0.000	0.394	0.008
	0.016	0.386	0.008
	0.008	0.386	0.008
	0.008	0.386	0.008
	0.016	0.386	0.008
	0.000	0.363	0.008
	-0.213	0.244	0.008
	-0.402	0.032	0.008
	-0.473	-0.189	0.008
	-0.394	-0.315	0.008
	-0.497	-0.638	0.008
	-0.386	-0.733	0.008
	-0.213	-0.733	0.008
	-0.079	-0.733	0.008
	-0.008	-0.725	0.008
	0.016	-0.701	0.008
	0.063	-0.662	0.008
	0.071	-0.607	0.008
	0.087	-0.544	0.008
	0.055	-0.497	0.008
	0.016	-0.457	0.008
	0.000	-0.434	0.008
	-0.008	-0.441	0.008
	0.008	-0.418	0.008
	0.039	-0.394	0.008
	0.024	-0.394	0.008
	0.102	-0.331	0.008
	0.323	-0.142	0.008
	0.512	0.087	0.008
	0.512	0.315	0.008
	0.418	0.473	0.008
	0.307	0.591	0.008
	0.229	0.638	0.008
	0.142	0.631	0.008
	0.126	0.607	0.008
	0.079	0.567	0.008
	-0.008	0.528	0.008
	-0.063	0.504	0.008
	-0.079	0.489	0.008
	-0.079	0.449	0.008
	-0.032	0.434	0.008
	0.000	0.410	0.008
	0.008	0.402	0.008
	0.016	0.402	0.008
	0.016	0.394	0.008
	0.024	0.394	0.008
	0.000	0.355	0.008
	-0.197	0.213	0.008
	-0.394	0.039	0.008
	-0.489	-0.197	0.008
	-0.402	-0.323	0.008
	-0.504	-0.646	0.008
	-0.378	-0.757	0.008
	-0.197	-0.749	0.008
	-0.071	-0.749	0.008
	-0.024	-0.717	0.008
	0.024	-0.686	0.008
	0.055	-0.654	0.008
	0.071	-0.607	0.008
	0.087	-0.544	0.008
	0.055	-0.497	0.008
	0.008	-0.473	0.008
	0.000	-0.434	0.008
	0.000	-0.441	0.008
	0.016	-0.434	0.008
	0.000	-0.426	0.008
	0.000	-0.418	0.008
	0.079	-0.339	0.008
	0.307	-0.142	0.008
	0.512	0.095	0.008
	0.520	0.331	0.008
	0.402	0.497	0.008
	0.276	0.575	0.008
	0.205	0.631	0.008
	0.158	0.615	0.008
	0.142	0.607	0.008
	0.095	0.567	0.008
	0.016	0.544	0.008
	-0.063	0.504	0.008
	-0.063	0.481	0.008
	-0.063	0.449	0.008
	-0.047	0.410	0.008
	-0.039	0.402	0.008
	0.000	0.402	0.008
	0.024	0.402	0.008
	0.032	0.386	0.008
	0.039	0.394	0.008
	-0.008	0.355	0.008
	-0.221	0.229	0.008
	-0.434	0.024	0.008
	-0.481	-0.181	0.008
	-0.370	-0.307	0.008
	-0.481	-0.623	0.008
	-0.363	-0.733	0.008
	-0.181	-0.741	0.008
	-0.047	-0.733	0.008
	0.000	-0.709	0.008
	0.047	-0.686	0.008
	0.071	-0.631	0.008
	0.095	-0.583	0.008
	0.102	-0.536	0.008
	0.071	-0.473	0.008
	0.032	-0.449	0.008
	0.000	-0.434	0.008
	0.008	-0.434	0.008
	0.016	-0.418	0.008
	0.008	-0.410	0.008
	0.024	-0.394	0.008
	0.095	-0.339	0.008
	0.363	-0.126	0.008
	0.504	0.102	0.008
	0.528	0.315	0.008
	0.426	0.481	0.008
	0.300	0.599	0.008
	0.213	0.638	0.008
	0.166	0.638	0.008
	0.142	0.607	0.008
	0.095	0.599	0.008
	0.008	0.544	0.008
	-0.063	0.512	0.008
	-0.063	0.481	0.008
	-0.039	0.457	0.008
	-0.016	0.441	0.008
	0.008	0.426	0.008
	0.016	0.410	0.008
	0.016	0.394	0.008
	0.039	0.410	0.008
	0.016	0.386	0.008
	-0.008	0.355	0.008
	-0.221	0.229	0.008
	-0.410	0.047	0.008
	-0.497	-0.181	0.008
	-0.378	-0.300	0.008
	-0.489	-0.631	0.008
	-0.363	-0.725	0.008
	-0.173	-0.733	0.008
	-0.079	-0.709	0.008
	-0.032	-0.733	0.008
	0.016	-0.694	0.008
	0.071	-0.638	0.008
	0.102	-0.575	0.008
	0.110	-0.536	0.008
	0.079	-0.481	0.008
	0.055	-0.441	0.008
	0.024	-0.434	0.008
	0.016	-0.441	0.008
	0.024	-0.441	0.008
	0.024	-0.434	0.008
	0.008	-0.410	0.008
	0.102	-0.331	0.008
	0.347	-0.118	0.008
	0.536	0.118	0.008
	0.504	0.331	0.008
	0.394	0.512	0.008
	0.300	0.599	0.008
	0.221	0.646	0.008
	0.181	0.631	0.008
	0.150	0.607	0.008
	0.087	0.575	0.008
	0.000	0.544	0.008
	-0.047	0.520	0.008
	-0.047	0.473	0.008
	-0.039	0.441	0.008
	-0.016	0.441	0.008
	0.000	0.426	0.008
	0.016	0.410	0.008
	0.047	0.402	0.008
	0.039	0.394	0.008
	0.039	0.394	0.008
	-0.016	0.370	0.008
	-0.236	0.236	0.008
	-0.426	0.032	0.008
	-0.489	-0.197	0.008
	-0.370	-0.315	0.008
	-0.473	-0.623	0.008
	-0.347	-0.733	0.008
	-0.181	-0.709	0.008
	-0.055	-0.725	0.008
	0.000	-0.717	0.008
	0.032	-0.694	0.008
	0.071	-0.638	0.008
	0.079	-0.575	0.008
	0.102	-0.528	0.008
	0.079	-0.473	0.008
	0.047	-0.457	0.008
	0.032	-0.449	0.008
	0.016	-0.426	0.008
	0.016	-0.426	0.008
	0.016	-0.410	0.008
	0.016	-0.394	0.008
	0.110	-0.300	0.008
	0.363	-0.110	0.008
	0.536	0.134	0.008
	0.504	0.347	0.008
	0.402	0.520	0.008
	0.292	0.607	0.008
	0.229	0.638	0.008
	0.181	0.638	0.008
	0.142	0.615	0.008
	0.087	0.575	0.008
	-0.016	0.536	0.008
	-0.055	0.520	0.008
	-0.055	0.489	0.008
	-0.039	0.457	0.008
	-0.032	0.434	0.008
	-0.008	0.402	0.008
	0.032	0.410	0.008
	0.032	0.394	0.008
	0.032	0.378	0.008
	0.039	0.378	0.008
	-0.008	0.347	0.008
	-0.229	0.213	0.008
	-0.426	0.024	0.008
	-0.481	-0.213	0.008
	-0.370	-0.323	0.008
	-0.441	-0.631	0.008
	-0.347	-0.717	0.008
	-0.189	-0.733	0.008
	-0.071	-0.733	0.008
	0.000	-0.709	0.008
	0.032	-0.678	0.008
	0.055	-0.638	0.008
	0.102	-0.567	0.008
	0.095	-0.520	0.008
	0.079	-0.489	0.008
	0.047	-0.457	0.008
	0.039	-0.434	0.008
	0.032	-0.418	0.008
	0.039	-0.418	0.008
	0.024	-0.410	0.008
	0.016	-0.426	0.008
	0.110	-0.315	0.008
	0.370	-0.102	0.008
	0.536	0.134	0.008
	0.512	0.355	0.008
	0.394	0.512	0.008
	0.300	0.599	0.008
	0.236	0.646	0.008
	0.166	0.631	0.008
	0.150	0.623	0.008
	0.102	0.575	0.008
	0.008	0.552	0.008
	-0.024	0.520	0.008
	-0.063	0.481	0.008
	-0.039	0.465	0.008
	-0.024	0.434	0.008
	0.000	0.418	0.008
	0.024	0.418	0.008
	0.039	0.418	0.008
	0.055	0.402	0.008
	0.032	0.394	0.008
	-0.016	0.355	0.008
	-0.252	0.244	0.008
	-0.434	0.032	0.008
	-0.481	-0.189	0.008
	-0.370	-0.323	0.008
	-0.441	-0.623	0.008
	-0.300	-0.717	0.008
	-0.166	-0.717	0.008
	-0.055	-0.725	0.008
	0.000	-0.717	0.008
	0.024	-0.694	0.008
	0.079	-0.638	0.008
	0.110	-0.575	0.008
	0.126	-0.504	0.008
	0.095	-0.457	0.008
	0.047	-0.434	0.008
	0.047	-0.410	0.008
	0.024	-0.426	0.008
	0.039	-0.434	0.008
	0.039	-0.418	0.008
	0.047	-0.402	0.008
	0.142	-0.307	0.008
	0.402	-0.102	0.008
	0.552	0.150	0.008
	0.536	0.370	0.008
	0.410	0.520	0.008
	0.307	0.615	0.008
	0.244	0.623	0.008
	0.197	0.631	0.008
	0.142	0.599	0.008
	0.095	0.567	0.008
	0.008	0.552	0.008
	-0.039	0.512	0.008
	-0.047	0.497	0.008
	-0.024	0.473	0.008
	0.000	0.449	0.008
	0.016	0.426	0.008
	0.016	0.402	0.008
	0.024	0.410	0.008
	0.039	0.402	0.008
	0.063	0.402	0.008
	-0.008	0.339	0.008
	-0.252	0.205	0.008
	-0.426	0.016	0.008
	-0.473	-0.197	0.008
	-0.347	-0.339	0.008
	-0.410	-0.638	0.008
	-0.307	-0.725	0.008
	-0.158	-0.717	0.008
	-0.032	-0.709	0.008
	0.016	-0.717	0.008
	0.039	-0.678	0.008
	0.079	-0.638	0.008
	0.110	-0.560	0.008
	0.102	-0.520	0.008
	0.110	-0.481	0.008
	0.079	-0.441	0.008
	0.055	-0.434	0.008
	0.032	-0.434	0.008
	0.032	-0.418	0.008
	0.032	-0.402	0.008
	0.032	-0.386	0.008
	0.142	-0.276	0.008
	0.370	-0.063	0.008
	0.528	0.150	0.008
	0.520	0.363	0.008
	0.410	0.528	0.008
	0.323	0.607	0.008
	0.236	0.646	0.008
	0.173	0.623	0.008
	0.166	0.607	0.008
	0.095	0.552	0.008
	0.008	0.544	0.008
	-0.032	0.512	0.008
	-0.055	0.473	0.008
	-0.024	0.457	0.008
	-0.016	0.426	0.008
	0.032	0.410	0.008
	0.047	0.402	0.008
	0.039	0.418	0.008
	0.047	0.402	0.008
	0.055	0.394	0.008
	-0.024	0.339	0.008
	-0.244	0.213	0.008
	-0.426	0.008	0.008
	-0.457	-0.221	0.008
	-0.331	-0.355	0.008
	-0.410	-0.623	0.008
	-0.284	-0.709	0.008
	-0.126	-0.717	0.008
	-0.008	-0.717	0.008
	0.016	-0.709	0.008
	0.047	-0.694	0.008
	0.102	-0.646	0.008
	0.118	-0.560	0.008
	0.134	-0.512	0.008
	0.095	-0.465	0.008
	0.063	-0.457	0.008
	0.039	-0.441	0.008
	0.039	-0.434	0.008
	0.047	-0.434	0.008
	0.032	-0.426	0.008
	0.063	-0.426	0.008
	0.150	-0.284	0.008
	0.426	-0.063	0.008
	0.567	0.158	0.008
	0.520	0.370	0.008
	0.418	0.520	0.008
	0.292	0.607	0.008
	0.236	0.646	0.008
	0.189	0.623	0.008
	0.166	0.575	0.008
	0.102	0.560	0.008
	0.008	0.536	0.008
	-0.055	0.520	0.008
	-0.039	0.489	0.008
	-0.024	0.457	0.008
	-0.016	0.441	0.008
	0.032	0.410	0.008
	0.039	0.386	0.008
	0.047	0.394	0.008
	0.047	0.402	0.008
	0.071	0.394	0.008
	-0.024	0.331	0.008
	-0.236	0.197	0.008
	-0.402	-0.008	0.008
	-0.434	-0.244	0.008
	-0.331	-0.370	0.008
	-0.386	-0.631	0.008
	-0.260	-0.709	0.008
	-0.118	-0.733	0.008
	0.000	-0.733	0.008
	0.024	-0.717	0.008
	0.063	-0.686	0.008
	0.079	-0.638	0.008
	0.126	-0.567	0.008
	0.126	-0.520	0.008
	0.110	-0.473	0.008
	0.079	-0.473	0.008
	0.063	-0.449	0.008
	0.055	-0.441	0.008
	0.055	-0.426	0.008
	0.055	-0.441	0.008
	0.047	-0.418	0.008
	0.166	-0.276	0.008
	0.426	-0.071	0.008
	0.567	0.173	0.008
	0.536	0.386	0.008
	0.426	0.528	0.008
	0.300	0.591	0.008
	0.236	0.631	0.008
	0.189	0.623	0.008
	0.158	0.607	0.008
	0.102	0.575	0.008
	0.016	0.520	0.008
	-0.024	0.497	0.008
	-0.055	0.465	0.008
	-0.008	0.426	0.008
	0.024	0.410	0.008
	0.047	0.394	0.008
	0.047	0.402	0.008
	0.047	0.402	0.008
	0.055	0.394	0.008
	0.047	0.386	0.008
	-0.047	0.323	0.008
	-0.276	0.173	0.008
	-0.418	-0.032	0.008
	-0.441	-0.260	0.008
	-0.339	-0.410	0.008
	-0.363	-0.646	0.008
	-0.244	-0.709	0.008
	-0.118	-0.717	0.008
	-0.008	-0.725	0.008
	0.016	-0.709	0.008
	0.063	-0.694	0.008
	0.087	-0.638	0.008
	0.126	-0.567	0.008
	0.126	-0.528	0.008
	0.102	-0.489	0.008
	0.079	-0.473	0.008
	0.055	-0.457	0.008
	0.055	-0.441	0.008
	0.063	-0.441	0.008
	0.055	-0.426	0.008
	0.071	-0.418	0.008
	0.189	-0.284	0.008
	0.434	-0.063	0.008
	0.560	0.173	0.008
	0.520	0.386	0.008
	0.402	0.528	0.008
	0.284	0.607	0.008
	0.221	0.646	0.008
	0.181	0.607	0.008
	0.181	0.583	0.008
	0.102	0.560	0.008
	0.000	0.512	0.008
	-0.039	0.504	0.008
	-0.047	0.457	0.008
	-0.016	0.434	0.008
	0.016	0.418	0.008
	0.039	0.402	0.008
	0.055	0.386	0.008
	0.071	0.386	0.008
	0.079	0.378	0.008
	0.079	0.370	0.008
	-0.032	0.307	0.008
	-0.276	0.173	0.008
	-0.402	-0.039	0.008
	-0.449	-0.260	0.008
	-0.355	-0.426	0.008
	-0.378	-0.670	0.008
	-0.229	-0.717	0.008
	-0.095	-0.741	0.008
	0.008	-0.741	0.008
	0.055	-0.725	0.008
	0.079	-0.686	0.008
	0.102	-0.631	0.008
	0.118	-0.575	0.008
	0.118	-0.512	0.008
	0.102	-0.489	0.008
	0.079	-0.465	0.008
	0.071	-0.434	0.008
	0.047	-0.434	0.008
	0.063	-0.434	0.008
	0.071	-0.434	0.008
	0.079	-0.394	0.008
	0.213	-0.276	0.008
	0.457	-0.055	0.008
	0.575	0.173	0.008
	0.512	0.386	0.008
	0.410	0.528	0.008
	0.307	0.615	0.008
	0.260	0.623	0.008
	0.205	0.615	0.008
	0.166	0.575	0.008
	0.102	0.552	0.008
	0.024	0.520	0.008
	-0.016	0.489	0.008
	-0.024	0.457	0.008
	-0.008	0.434	0.008
	0.016	0.418	0.008
	0.047	0.402	0.008
	0.055	0.402	0.008
	0.047	0.394	0.008
	0.047	0.402	0.008
	0.079	0.386	0.008
	-0.039	0.323	0.008
	-0.268	0.166	0.008
	-0.426	-0.039	0.008
	-0.441	-0.260	0.008
	-0.363	-0.434	0.008
	-0.378	-0.646	0.008
	-0.229	-0.694	0.008
	-0.087	-0.725	0.008
	0.016	-0.741	0.008
	0.047	-0.741	0.008
	0.079	-0.701	0.008
	0.118	-0.623	0.008
	0.126	-0.560	0.008
	0.134	-0.497	0.008
	0.095	-0.473	0.008
	0.071	-0.457	0.008
	0.055	-0.441	0.008
	0.055	-0.441	0.008
	0.055	-0.426	0.008
	0.079	-0.426	0.008
	0.095	-0.426	0.008
	0.221	-0.260	0.008
	0.457	-0.063	0.008
	0.599	0.173	0.008
	0.552	0.378	0.008
	0.457	0.528	0.008
	0.323	0.615	0.008
	0.229	0.646	0.008
	0.181	0.615	0.008
	0.158	0.583	0.008
	0.079	0.552	0.008
	-0.008	0.536	0.008
	-0.032	0.504	0.008
	-0.039	0.465	0.008
	-0.032	0.426	0.008
	0.008	0.410	0.008
	0.055	0.402	0.008
	0.079	0.386	0.008
	0.063	0.386	0.008
	0.071	0.410	0.008
	0.071	0.386	0.008
	-0.047	0.315	0.008
	-0.284	0.150	0.008
	-0.418	-0.055	0.008
	-0.434	-0.292	0.008
	-0.363	-0.449	0.008
	-0.370	-0.670	0.008
	-0.221	-0.709	0.008
	-0.071	-0.725	0.008
	0.016	-0.733	0.008
	0.039	-0.733	0.008
	0.071	-0.701	0.008
	0.110	-0.662	0.008
	0.134	-0.591	0.008
	0.126	-0.528	0.008
	0.126	-0.481	0.008
	0.079	-0.465	0.008
	0.055	-0.449	0.008
	0.063	-0.449	0.008
	0.055	-0.441	0.008
	0.079	-0.434	0.008
	0.079	-0.418	0.008
	0.229	-0.292	0.008
	0.473	-0.047	0.008
	0.583	0.181	0.008
	0.552	0.378	0.008
	0.426	0.520	0.008
	0.323	0.575	0.008
	0.236	0.599	0.008
	0.205	0.583	0.008
	0.150	0.575	0.008
	0.079	0.552	0.008
	0.016	0.520	0.008
	-0.032	0.489	0.008
	-0.008	0.449	0.008
	0.008	0.434	0.008
	0.016	0.402	0.008
	0.039	0.386	0.008
	0.071	0.386	0.008
	0.039	0.378	0.008
	0.063	0.394	0.008
	0.071	0.386	0.008
	-0.055	0.292	0.008
	-0.284	0.142	0.008
	-0.418	-0.071	0.008
	-0.426	-0.276	0.008
	-0.378	-0.481	0.008
	-0.355	-0.686	0.008
	-0.236	-0.733	0.008
	-0.063	-0.725	0.008
	0.024	-0.741	0.008
	0.055	-0.733	0.008
	0.079	-0.701	0.008
	0.110	-0.662	0.008
	0.142	-0.575	0.008
	0.118	-0.512	0.008
	0.095	-0.489	0.008
	0.055	-0.473	0.008
	0.063	-0.449	0.008
	0.047	-0.441	0.008
	0.055	-0.441	0.008
	0.047	-0.449	0.008
	0.087	-0.426	0.008
	0.229	-0.268	0.008
	0.473	-0.032	0.008
	0.575	0.197	0.008
	0.504	0.402	0.008
	0.418	0.528	0.008
	0.315	0.607	0.008
	0.244	0.615	0.008
	0.197	0.591	0.008
	0.158	0.560	0.008
	0.087	0.536	0.008
	0.000	0.520	0.008
	-0.039	0.489	0.008
	-0.039	0.449	0.008
	-0.008	0.418	0.008
	0.032	0.410	0.008
	0.063	0.378	0.008
	0.063	0.378	0.008
	0.063	0.378	0.008
	0.047	0.386	0.008
	0.071	0.370	0.008
	-0.055	0.300	0.008
	-0.292	0.134	0.008
	-0.426	-0.071	0.008
	-0.434	-0.300	0.008
	-0.394	-0.504	0.008
	-0.370	-0.686	0.008
	-0.205	-0.717	0.008
	-0.055	-0.717	0.008
	0.024	-0.725	0.008
	0.063	-0.733	0.008
	0.079	-0.686	0.008
	0.118	-0.623	0.008
	0.134	-0.575	0.008
	0.134	-0.528	0.008
	0.110	-0.473	0.008
	0.079	-0.465	0.008
	0.047	-0.449	0.008
	0.071	-0.449	0.008
	0.063	-0.426	0.008
	0.055	-0.418	0.008
	0.079	-0.394	0.008
	0.229	-0.236	0.008
	0.489	-0.024	0.008
	0.575	0.197	0.008
	0.528	0.426	0.008
	0.410	0.552	0.008
	0.315	0.631	0.008
	0.260	0.631	0.008
	0.205	0.607	0.008
	0.166	0.591	0.008
	0.087	0.552	0.008
	0.008	0.512	0.008
	-0.032	0.497	0.008
	-0.039	0.457	0.008
	-0.008	0.418	0.008
	0.008	0.402	0.008
	0.047	0.410	0.008
	0.063	0.394	0.008
	0.071	0.402	0.008
	0.071	0.386	0.008
	0.055	0.402	0.008
	-0.087	0.307	0.008
	-0.315	0.142	0.008
	-0.449	-0.079	0.008
	-0.441	-0.292	0.008
	-0.410	-0.520	0.008
	-0.386	-0.686	0.008
	-0.205	-0.701	0.008
	-0.055	-0.709	0.008
	0.024	-0.709	0.008
	0.032	-0.709	0.008
	0.071	-0.678	0.008
	0.102	-0.607	0.008
	0.134	-0.544	0.008
	0.134	-0.504	0.008
	0.102	-0.465	0.008
	0.079	-0.449	0.008
	0.071	-0.457	0.008
	0.079	-0.426	0.008
	0.071	-0.394	0.008
	0.055	-0.410	0.008
	0.087	-0.386	0.008
	0.244	-0.221	0.008
	0.497	-0.008	0.008
	0.583	0.229	0.008
	0.512	0.434	0.008
	0.410	0.560	0.008
	0.292	0.623	0.008
	0.229	0.638	0.008
	0.181	0.623	0.008
	0.142	0.591	0.008
	0.063	0.567	0.008
	-0.008	0.528	0.008
	-0.055	0.497	0.008
	-0.032	0.473	0.008
	0.000	0.441	0.008
	0.039	0.418	0.008
	0.055	0.426	0.008
	0.047	0.394	0.008
	0.063	0.402	0.008
	0.055	0.402	0.008
	0.071	0.410	0.008
	-0.095	0.307	0.008
	-0.307	0.142	0.008
	-0.434	-0.087	0.008
	-0.426	-0.300	0.008
	-0.418	-0.528	0.008
	-0.370	-0.678	0.008
	-0.197	-0.678	0.008
	-0.047	-0.694	0.008
	0.032	-0.694	0.008
	0.047	-0.701	0.008
	0.079	-0.670	0.008
	0.102	-0.599	0.008
	0.126	-0.552	0.008
	0.118	-0.489	0.008
	0.095	-0.465	0.008
	0.063	-0.449	0.008
	0.032	-0.426	0.008
	0.055	-0.434	0.008
	0.063	-0.426	0.008
	0.047	-0.410	0.008
	0.087	-0.370	0.008
	0.260	-0.205	0.008
	0.504	0.016	0.008
	0.575	0.244	0.008
	0.473	0.441	0.008
	0.347	0.567	0.008
	0.268	0.631	0.008
	0.213	0.646	0.008
	0.181	0.607	0.008
	0.166	0.591	0.008
	0.079	0.583	0.008
	-0.016	0.536	0.008
	-0.055	0.481	0.008
	-0.032	0.449	0.008
	-0.008	0.418	0.008
	0.016	0.386	0.008
	0.032	0.426	0.008
	0.039	0.410	0.008
	0.063	0.402	0.008
	0.071	0.386	0.008
	0.071	0.402	0.008
	-0.095	0.284	0.008
	-0.323	0.110	0.008
	-0.449	-0.095	0.008
	-0.426	-0.300	0.008
	-0.457	-0.560	0.008
	-0.370	-0.686	0.008
	-0.181	-0.694	0.008
	-0.039	-0.709	0.008
	0.016	-0.709	0.008
