"EventType","Full Waveform"
"SampleRate","2048 sps"
"Channel","Tran"
"Channel","Vert"
"Channel","Long"
"Units","mm/s"
"EventTime","09:10:13"
"EventDate","2021-09-03"
"RecordStopMode","Fixed"
"Pre-triggerLength","0.25 sec"
"RecordTime","3.0 sec"
"AutoStopTime","1 sec"
"Trigger","Tran"
"GeoTriggerLevel","0.270 mm/s"
"GeoRange","254.000 mm/s"
"Operator","Operator"
"Setup","Default Micromate DIN.MMB"
"TitleNote1","Location"
"TitleString1",""
"TitleNote2","Client"
"TitleString2",""
"TitleNote3","Company"
"TitleString3",""
"TitleNote4","General Notes"
"TitleString4",""
"PostEventNote",""
"SerialNumber","UM6972"
"Version","Micromate DIN 10.90"
"FileName","UM6972_20210903091013.IDFW"
"BatteryLevel","3.6 volts"
"Calibration","June 4, 2015 by Instantel"
"USBSensorSupport","Disabled"
"TranPPV","0.434 mm/s"
"VertPPV","0.221 mm/s"
"LongPPV","2.735 mm/s"
"TranPPVPonderated","0.203 mm/s"
"VertPPVPonderated","0.138 mm/s"
"LongPPVPonderated","0.543 mm/s"
"TranPPVdB","7.2602 dB"
"VertPPVdB","13.1243 dB"
"LongPPVdB","8.7391 dB"
"TranZCFreq","48.8 Hz"
"VertZCFreq","9.7 Hz"
"LongZCFreq",">100 Hz"
"TranTimeofPeak","2.992 sec"
"VertTimeofPeak","2.891 sec"
"LongTimeofPeak","2.382 sec"
"TranPeakAcceleration","0.041 g"
"VertPeakAcceleration","0.036 g"
"LongPeakAcceleration","0.355 g"
"TranPeakDisplacement","0.001 mm"
"VertPeakDisplacement","0.002 mm"
"LongPeakDisplacement","0.002 mm"
"PeakVectorSum","2.751 mm/s"
"PeakVectorSumTimeSum","2.382 sec"
"TranTestResults","Passed"
"VertTestResults","Passed"
"LongTestResults","Passed"
"Tran","Vert","Long"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"0.008","0.008","0.008"
"-0.071","-0.008","0.008"
"-0.055","0.000","0.008"
"-0.055","-0.008","0.008"
"-0.063","0.016","0.008"
"-0.039","0.008","0.008"
"-0.047","0.016","0.008"
"-0.055","0.008","0.008"
"-0.063","0.000","0.008"
"-0.071","0.016","0.008"
"-0.024","0.047","0.008"
"0.126","0.063","0.008"
"0.244","0.071","0.008"
"0.315","0.087","0.008"
"0.331","0.087","0.008"
"0.292","0.087","0.008"
"0.244","0.095","0.008"
"0.229","0.079","0.008"
"0.197","0.087","0.008"
"0.150","0.087","0.008"
"0.102","0.087","0.008"
"0.079","0.095","0.008"
"0.047","0.102","0.008"
"0.047","0.118","0.008"
"0.047","0.126","0.008"
"0.039","0.110","0.008"
"0.047","0.087","0.008"
"0.047","0.087","0.008"
"0.055","0.087","0.008"
"0.063","0.079","0.008"
"0.047","0.087","0.008"
"-0.063","0.039","0.008"
"-0.181","0.024","0.008"
"-0.260","0.016","0.008"
"-0.213","0.071","0.008"
"-0.363","-0.024","0.008"
"-0.355","-0.039","0.008"
"-0.284","0.008","0.008"
"-0.236","0.000","0.008"
"-0.205","-0.024","0.008"
"-0.189","-0.016","0.008"
"-0.118","-0.024","0.008"
"-0.087","-0.039","0.008"
"-0.047","-0.008","0.008"
"-0.032","-0.008","0.008"
"-0.055","-0.016","0.008"
"-0.063","0.000","0.008"
"-0.039","-0.008","0.008"
"-0.055","-0.008","0.008"
"-0.071","-0.008","0.008"
"-0.055","-0.008","0.008"
"-0.008","0.039","0.008"
"0.126","0.063","0.008"
"0.244","0.063","0.008"
"0.315","0.071","0.008"
"0.331","0.063","0.008"
"0.307","0.055","0.008"
"0.284","0.047","0.008"
"0.221","0.055","0.008"
"0.205","0.087","0.008"
"0.158","0.087","0.008"
"0.118","0.055","0.008"
"0.079","0.071","0.008"
"0.047","0.055","0.008"
"0.032","0.079","0.008"
"0.039","0.087","0.008"
"0.047","0.079","0.008"
"0.055","0.079","0.008"
"0.047","0.063","0.008"
"0.063","0.071","0.008"
"0.047","0.087","0.008"
"0.039","0.079","0.008"
"-0.079","0.032","0.008"
"-0.197","0.008","0.008"
"-0.244","0.008","0.008"
"-0.244","0.055","0.008"
"-0.355","-0.055","0.008"
"-0.339","-0.055","0.008"
"-0.260","-0.016","0.008"
"-0.229","-0.016","0.008"
"-0.205","-0.039","0.008"
"-0.166","-0.047","0.008"
"-0.134","-0.039","0.008"
"-0.095","-0.047","0.008"
"-0.055","-0.032","0.008"
"-0.047","-0.063","0.008"
"-0.039","-0.055","0.008"
"-0.047","-0.024","0.008"
"-0.055","-0.039","0.008"
"-0.063","-0.024","0.008"
"-0.055","-0.008","0.008"
"-0.063","-0.016","0.008"
"-0.016","0.032","0.008"
"0.126","0.032","0.008"
"0.252","0.047","0.008"
"0.300","0.039","0.008"
"0.339","0.063","0.008"
"0.323","0.063","0.008"
"0.276","0.047","0.008"
"0.236","0.063","0.008"
"0.197","0.055","0.008"
"0.150","0.047","0.008"
"0.102","0.047","0.008"
"0.087","0.047","0.008"
"0.055","0.063","0.008"
"0.055","0.079","0.008"
"0.063","0.063","0.008"
"0.063","0.071","0.008"
"0.063","0.063","0.008"
"0.071","0.071","0.008"
"0.079","0.071","0.008"
"0.063","0.055","0.008"
"0.071","0.071","0.008"
"-0.071","0.024","0.008"
"-0.181","-0.008","0.008"
"-0.236","-0.008","0.008"
"-0.229","0.032","0.008"
"-0.347","-0.055","0.008"
"-0.323","-0.055","0.008"
"-0.236","-0.016","0.008"
"-0.189","-0.024","0.008"
"-0.173","-0.047","0.008"
"-0.134","-0.047","0.008"
"-0.110","-0.055","0.008"
"-0.071","-0.047","0.008"
"-0.047","-0.039","0.008"
"-0.047","-0.032","0.008"
"-0.039","-0.032","0.008"
"-0.047","-0.039","0.008"
"-0.047","-0.047","0.008"
"-0.047","-0.039","0.008"
"-0.024","-0.047","0.008"
"-0.024","-0.055","0.008"
"0.016","-0.016","0.008"
"0.126","0.008","0.008"
"0.268","0.016","0.008"
"0.323","0.008","0.008"
"0.347","0.016","0.008"
"0.323","0.016","0.008"
"0.276","0.024","0.008"
"0.244","0.016","0.008"
"0.213","0.024","0.008"
"0.166","0.032","0.008"
"0.118","0.032","0.008"
"0.071","0.024","0.008"
"0.079","0.032","0.008"
"0.063","0.032","0.008"
"0.079","0.039","0.008"
"0.071","0.032","0.008"
"0.087","0.032","0.008"
"0.079","0.032","0.008"
"0.071","0.039","0.008"
"0.071","0.039","0.008"
"0.063","0.024","0.008"
"-0.047","-0.024","0.008"
"-0.173","0.000","0.008"
"-0.229","-0.008","0.008"
"-0.197","0.016","0.008"
"-0.315","-0.071","0.008"
"-0.307","-0.087","0.008"
"-0.236","-0.055","0.008"
"-0.205","-0.063","0.008"
"-0.166","-0.079","0.008"
"-0.142","-0.079","0.008"
"-0.110","-0.079","0.008"
"-0.063","-0.071","0.008"
"-0.032","-0.071","0.008"
"-0.024","-0.079","0.008"
"-0.024","-0.047","0.008"
"-0.047","-0.055","0.008"
"-0.039","-0.071","0.008"
"-0.024","-0.055","0.008"
"-0.016","-0.055","0.008"
"-0.024","-0.063","0.008"
"0.039","-0.024","0.008"
"0.166","0.000","0.008"
"0.276","0.016","0.008"
"0.315","0.016","0.008"
"0.355","0.008","0.008"
"0.323","0.024","0.008"
"0.284","0.008","0.008"
"0.260","0.024","0.008"
"0.205","0.032","0.008"
"0.150","0.016","0.008"
"0.102","0.008","0.008"
"0.095","0.000","0.008"
"0.079","0.024","0.008"
"0.071","0.008","0.008"
"0.063","0.008","0.008"
"0.071","0.016","0.008"
"0.055","0.024","0.008"
"0.063","0.016","0.008"
"0.063","0.016","0.008"
"0.079","0.008","0.008"
"0.063","-0.008","0.008"
"-0.055","-0.024","0.008"
"-0.166","-0.047","0.008"
"-0.221","-0.055","0.008"
"-0.221","-0.008","0.008"
"-0.323","-0.110","0.008"
"-0.292","-0.110","0.008"
"-0.229","-0.079","0.008"
"-0.197","-0.095","0.008"
"-0.166","-0.118","0.008"
"-0.134","-0.110","0.008"
"-0.095","-0.110","0.008"
"-0.055","-0.095","0.008"
"-0.039","-0.087","0.008"
"-0.024","-0.071","0.008"
"-0.047","-0.071","0.008"
"-0.039","-0.063","0.008"
"-0.032","-0.079","0.008"
"-0.032","-0.079","0.008"
"-0.032","-0.087","0.008"
"-0.032","-0.087","0.008"
"0.039","-0.039","0.008"
"0.173","-0.047","0.008"
"0.292","-0.024","0.008"
"0.339","-0.032","0.008"
"0.355","-0.008","0.008"
"0.331","-0.024","0.008"
"0.300","-0.032","0.008"
"0.244","-0.008","0.008"
"0.213","0.008","0.008"
"0.166","-0.016","0.008"
"0.126","-0.024","0.008"
"0.110","-0.016","0.008"
"0.095","0.000","0.008"
"0.095","0.008","0.008"
"0.095","0.016","0.008"
"0.095","0.024","0.008"
"0.087","0.008","0.008"
"0.071","0.000","0.008"
"0.071","0.016","0.008"
"0.079","0.000","0.008"
"0.055","-0.008","0.008"
"-0.055","-0.039","0.008"
"-0.150","-0.047","0.008"
"-0.221","-0.063","0.008"
"-0.236","-0.039","0.008"
"-0.323","-0.102","0.008"
"-0.284","-0.110","0.008"
"-0.221","-0.079","0.008"
"-0.197","-0.095","0.008"
"-0.181","-0.110","0.008"
"-0.142","-0.110","0.008"
"-0.071","-0.118","0.008"
"-0.024","-0.102","0.008"
"0.000","-0.110","0.008"
"-0.008","-0.095","0.008"
"-0.024","-0.102","0.008"
"-0.039","-0.079","0.008"
"-0.032","-0.071","0.008"
"-0.047","-0.102","0.008"
"-0.032","-0.087","0.008"
"-0.039","-0.079","0.008"
"0.047","-0.047","0.008"
"0.173","-0.024","0.008"
"0.292","-0.024","0.008"
"0.339","-0.016","0.008"
"0.363","-0.024","0.008"
"0.331","-0.024","0.008"
"0.292","-0.024","0.008"
"0.252","-0.024","0.008"
"0.213","-0.008","0.008"
"0.166","0.000","0.008"
"0.126","-0.008","0.008"
"0.087","-0.024","0.008"
"0.087","-0.008","0.008"
"0.079","-0.016","0.008"
"0.079","-0.008","0.008"
"0.095","-0.008","0.008"
"0.095","0.008","0.008"
"0.087","0.008","0.008"
"0.087","0.008","0.008"
"0.079","-0.008","0.008"
"0.079","-0.016","0.008"
"-0.047","-0.047","0.008"
"-0.158","-0.047","0.008"
"-0.229","-0.055","0.008"
"-0.260","-0.047","0.008"
"-0.323","-0.095","0.008"
"-0.284","-0.087","0.008"
"-0.205","-0.063","0.008"
"-0.189","-0.079","0.008"
"-0.166","-0.110","0.008"
"-0.142","-0.102","0.008"
"-0.095","-0.079","0.008"
"-0.063","-0.095","0.008"
"-0.047","-0.079","0.008"
"-0.024","-0.095","0.008"
"-0.039","-0.095","0.008"
"-0.024","-0.087","0.008"
"-0.039","-0.087","0.008"
"-0.024","-0.095","0.008"
"-0.024","-0.087","0.008"
"-0.024","-0.079","0.008"
"0.039","-0.039","0.008"
"0.181","-0.016","0.008"
"0.300","-0.016","0.008"
"0.363","-0.016","0.008"
"0.363","0.000","0.008"
"0.339","-0.016","0.008"
"0.292","-0.016","0.008"
"0.260","0.000","0.008"
"0.213","-0.024","0.008"
"0.166","0.000","0.008"
"0.110","0.000","0.008"
"0.087","0.000","0.008"
"0.079","0.000","0.008"
"0.071","0.008","0.008"
"0.055","0.000","0.008"
"0.071","0.024","0.008"
"0.079","0.016","0.008"
"0.079","0.008","0.008"
"0.079","0.016","0.008"
"0.071","0.016","0.008"
"0.063","0.000","0.008"
"-0.079","-0.032","0.008"
"-0.181","-0.032","0.008"
"-0.229","-0.039","0.008"
"-0.260","-0.032","0.008"
"-0.307","-0.095","0.008"
"-0.268","-0.071","0.008"
"-0.205","-0.071","0.008"
"-0.197","-0.071","0.008"
"-0.173","-0.087","0.008"
"-0.126","-0.087","0.008"
"-0.110","-0.079","0.008"
"-0.071","-0.087","0.008"
"-0.039","-0.087","0.008"
"-0.039","-0.079","0.008"
"-0.039","-0.071","0.008"
"-0.032","-0.063","0.008"
"-0.039","-0.079","0.008"
"-0.047","-0.079","0.008"
"-0.039","-0.087","0.008"
"-0.047","-0.079","0.008"
"0.039","-0.047","0.008"
"0.189","0.008","0.008"
"0.300","0.000","0.008"
"0.347","-0.008","0.008"
